id,producer_id,name,name_short,variant_name,variant_name_short,model_name,erp_product_id,shop_id,shop_variant_id,show_from,show_to,ean,parent_product_id,product_availability_id,price_selling,price_old,has_variant,vat_rate_id,product_category_id,producer_code,season,date_created,partner_id,sold_out_score,category1,category2,category3,category4,producer
549353,67,Dámská bunda Regatta Women's Kadley Midlayer - M / světle modrá,Dámská bunda Regatta Women's Kadley Midlayer,Velikost: M / Barva: světle modrá,M / světle modrá,Women's Kadley Midlayer,778985,188086,1162665,2026-04-14 00:00:00,2036-04-20 00:00:00,5063516372998,549335,2,1099,1829,,1,113,RWL307_C0Q_12L,SS26,2026-04-21 00:59:55,,0.9,Oblečení,Mikiny,Dámské mikiny,Dámské mikiny,Regatta
457667,131,Pánské turistické boty Salewa Puez 2 Mid Ptx M - 43 / černá,Pánské turistické boty Salewa Puez 2 Mid Ptx M,Velikost bot (EU): 43 / Barva: černá,43 / černá,Puez 2 Mid Ptx M,690390,160410,951547,2025-04-27 00:00:00,2036-04-20 00:00:00,4053866876421,457662,2,4499,5000,,1,251,00-0000061471_971,SS26,2026-04-21 00:59:55,,0.5,Boty,Trekové boty,Pánské trekové boty,Pánské kotníkové trekové boty,Salewa
533608,399,Dětský klobouk Reima Mustekala - 52-54 cm / fialová,Dětský klobouk Reima Mustekala,Obvod hlavy: 52-54 cm / Barva: fialová,52-54 cm / fialová,Mustekala,764103,183870,1126902,2026-04-19 00:00:00,2026-04-19 00:00:00,6438557322650,533603,1,690,690,,1,480,5300155C5451052,SS26,2026-04-21 00:59:55,,0,Oblečení,Doplňky k oblečení,"Čepice, šátky a kukly",Klobouky,Reima
428042,123,Dámský batoh Deuter AC Lite 21 SL,Dámský batoh Deuter AC Lite 21 SL,,,AC Lite 21 SL,657941,150361,,2026-03-24 00:00:00,2036-04-20 00:00:00,,,2,2379,2699,true,1,80,,,2026-04-21 00:59:55,,0,"Batohy, tašky, kufry",Batohy,Turistické batohy a krosny,Turistické batohy a krosny,Deuter
540723,419,Pomocná karabina Edelrid Micro 3 - oranžová,Pomocná karabina Edelrid Micro 3,Barva: oranžová,oranžová,Micro 3,771118,184993,1143379,2026-03-16 00:00:00,2036-04-20 00:00:00,4021573304292,537834,2,79,89,,1,639,718690039000,SS26,2026-04-21 00:59:55,,1,Horolezecké vybavení,Horolezecké karabiny,Pomocné karabiny,Pomocné karabiny,Edelrid
450590,408,"Skládací hrnec Warg Fold Cookpot 2,5l - zelená","Skládací hrnec Warg Fold Cookpot 2,5l",Barva: zelená,zelená,"Fold Cookpot 2,5l",681789,158029,935689,2025-06-18 00:00:00,2036-04-21 00:00:00,8595698838193,450587,2,599,799,,1,299,,SS26,2026-04-21 00:59:55,,1,Vybavení,Vaření a jídlo,Kempingové nádobí,Kempingové hrnce,Warg
450718,302,"Lezečky La Sportiva Ondra Comp - 44,5 / černá/žlutá",Lezečky La Sportiva Ondra Comp,"Velikost bot (EU): 44,5 / Barva: černá/žlutá","44,5 / černá/žlutá",Ondra Comp,687189,158095,935953,2025-03-23 00:00:00,2036-04-20 00:00:00,8058428092499,450704,2,4049,4499,,1,163,ZFCS046,SS26,2026-04-21 00:59:55,,0.3,Horolezecké vybavení,Lezečky (lezecké boty),Lezečky (lezecké boty),Lezečky (lezecké boty),La Sportiva
497286,68,Dámská lyžařská bunda Dare 2b Sk iLife Jacket - XXS / fialová,Dámská lyžařská bunda Dare 2b Sk iLife Jacket,Velikost: XXS / Barva: fialová,XXS / fialová,Sk iLife Jacket,729339,171496,1044894,2026-01-19 00:00:00,2036-04-20 00:00:00,5063516199434,497275,10,2299,5119,,1,210,DWP592_909_06L,FW25,2026-04-21 00:59:55,,0.8,Oblečení,Bundy,Zimní bundy,Dámské zimní bundy,Dare 2b
308545,151,Pánská bunda Direct Alpine PEAK,Pánská bunda Direct Alpine PEAK,,,PEAK,549420,119143,,2025-01-13 00:00:00,2036-04-20 00:00:00,,,2,3529,6490,true,1,239,,,2026-04-21 00:59:55,,1,Oblečení,Bundy,Přechodné jarní a podzimní bundy,Pánské jarní a podzimní bundy,Direct Alpine
221483,154,Elektrická pumpa Intex Quick-Fill Battery Air,Elektrická pumpa Intex Quick-Fill Battery Air,,,Quick-Fill Battery Air,193084,91702,,2026-02-11 00:00:00,2036-04-20 00:00:00,,,2,209,299,true,1,380,,,2026-04-21 00:59:55,,1,Vybavení,Pumpy na paddleboardy a matrace,Pumpy na paddleboardy a matrace,Pumpy na paddleboardy a matrace,Intex
342289,47,Ledvinka Osprey Seral 7 2025 - modrá,Ledvinka Osprey Seral 7 2025,Barva: modrá,modrá,Seral 7 2025,593460,129451,718516,2026-04-18 00:00:00,2026-04-18 00:00:00,843820159776,341912,1,1979,2699,,1,93,10030776OSP,FW25,2026-04-21 00:59:55,,0,"Batohy, tašky, kufry",Ledvinky,Ledvinky,Ledvinky,Osprey
427657,478,Hrnek Brunner Odette Mug - černá,Hrnek Brunner Odette Mug,Barva: černá,černá,Odette Mug,656176,150047,882937,2025-10-02 00:00:00,2036-04-21 00:00:00,8022068089850,427656,2,149,170,,1,296,0830051N.C4C,SS25,2026-04-21 00:59:55,,1,Vybavení,Vaření a jídlo,Kempingové nádobí,Hrnky,Brunner
453953,13,Turistický stan Easy Camp Setesdal 3 - zelená,Turistický stan Easy Camp Setesdal 3,Barva: zelená,zelená,Setesdal 3,683436,159129,943353,2026-03-03 00:00:00,2036-04-19 00:00:00,5709388144690,453952,2,2990,3490,,1,6,120477,SS26,2026-04-21 00:59:55,,1,Stany,Turistické stany,Turistické stany,Turistické stany,Easy Camp
451235,302,Lezečky La Sportiva Tarantula - 44 / šedá/zelená,Lezečky La Sportiva Tarantula,Velikost bot (EU): 44 / Barva: šedá/zelená,44 / šedá/zelená,Tarantula,682253,153993,937009,2025-01-13 00:00:00,2036-04-20 00:00:00,8058428141654,437973,1,2059,2399,,1,163,ZFCS146,SS26,2026-04-21 00:59:55,,0.4,Horolezecké vybavení,Lezečky (lezecké boty),Lezečky (lezecké boty),Lezečky (lezecké boty),La Sportiva
536409,86,Trekové hole Fizan Compact 4 Tech,Trekové hole Fizan Compact 4 Tech,,,Compact 4 Tech,765656,184635,,2026-03-05 00:00:00,2036-04-20 00:00:00,,,2,1689,1990,true,1,509,,,2026-04-21 00:59:55,,,Vybavení,Trekingové a Nordic Walking hole,Trekingové hole,Trekingové hole,Fizan
185737,109,Ruční ohřívač Lifesystems Rechargeable Hand Warmer,Ruční ohřívač Lifesystems Rechargeable Hand Warmer,,,Rechargeable Hand Warmer,176562,79072,,2026-01-19 00:00:00,2036-04-20 00:00:00,5031863424608,,2,749,929,,1,372,42460,SS26,2026-04-21 00:59:55,,,Vybavení,Cestovní vychytávky a doplňky,Cestovní vychytávky a doplňky,Cestovní vychytávky a doplňky,Lifesystems
209461,456,Dětská záchranná vesta Elements Gear Baby - L / oranžová,Dětská záchranná vesta Elements Gear Baby,Velikost: L / Barva: oranžová,L / oranžová,Baby,181803,87007,402302,2025-05-04 00:00:00,2036-04-20 00:00:00,745178060059,209450,2,819,1250,,1,349,EG1007,SS25,2026-04-21 00:59:55,,0.3,Vybavení,Vodní sporty,Vodácké potřeby,Plovací vesty a rukávky do vody,Elements Gear
419191,12,Vložka do spacáku Sea to Summit Breeze Liner Mummy Compact - modrá,Vložka do spacáku Sea to Summit Breeze Liner Mummy Compact,Barva: modrá,modrá,Breeze Liner Mummy Compact,650158,147754,863228,2026-04-19 00:00:00,2026-04-19 00:00:00,9327868158270,419190,1,1209,1748.75,,1,185,ASL031081-190202,FW25,2026-04-21 00:59:55,,0,Doplňky ke spacákům,Vložky do spacáků,Vložky do spacáků,Vložky do spacáků,Sea to Summit
474526,217,Ponožky Zulu Merino Lite 3 pack - 39-42 / růžová,Ponožky Zulu Merino Lite 3 pack,Velikost ponožek: 39-42 / Barva: růžová,39-42 / růžová,Merino Lite 3 pack,706153,166084,989998,2025-06-24 00:00:00,2036-04-20 00:00:00,8595698841803,474522,2,379,599,,1,637,,SS26,2026-04-21 00:59:55,,1,Oblečení,Doplňky k oblečení,Ponožky,Sady ponožek,Zulu
477584,217,Ponožky Zulu Merino Allseason - 43-47 / šedá/černá,Ponožky Zulu Merino Allseason,Velikost ponožek: 43-47 / Barva: šedá/černá,43-47 / šedá/černá,Merino Allseason,709221,166480,996843,2025-04-29 00:00:00,2036-04-20 00:00:00,8595698842817,476195,2,239,339,,1,125,,SS26,2026-04-21 00:59:55,,1,Oblečení,Doplňky k oblečení,Ponožky,Ponožky,Zulu
377236,116,Pánské boty Merrell Wrapt Low - 46 / černá,Pánské boty Merrell Wrapt Low,Velikost bot (EU): 46 / Barva: černá,46 / černá,Wrapt Low,619567,95101,800260,2025-01-13 00:00:00,2036-04-20 00:00:00,195019487963,235850,2,1949,2999,,1,250,J037753,SS26,2026-04-21 00:59:55,,0.8,Boty,Trekové boty,Pánské trekové boty,Pánské nízké trekové boty,Merrell
457752,131,"Dámské turistické boty Salewa Puez 2 Knit Ptx W - 38,5 / černá",Dámské turistické boty Salewa Puez 2 Knit Ptx W,"Velikost bot (EU): 38,5 / Barva: černá","38,5 / černá",Puez 2 Knit Ptx W,690444,160504,951738,2025-05-19 00:00:00,2036-04-19 00:00:00,4053866876025,457745,2,4949,5500,,1,257,00-0000061470_971,SS26,2026-04-21 00:59:55,,0.5,Boty,Trekové boty,Dámské trekové boty,Dámské nízké trekové boty,Salewa
15366,112,Šroubovací kartuše GSI Outdoors Isobutane Catridge 110 g,Šroubovací kartuše GSI Outdoors Isobutane Catridge 110 g,,,Isobutane Catridge 110 g,17767,26019,,2025-01-13 00:00:00,2036-04-20 00:00:00,090497560217,,2,129,169,,1,408,56021,FW25,2026-04-21 00:59:55,,,Vybavení,Vaření a jídlo,Vařiče,Kartuše a palivo,GSI Outdoors
546338,67,Dámská košile Regatta Keralin - M / modrá,Dámská košile Regatta Keralin,Velikost: M / Barva: modrá,M / modrá,Keralin,775155,187417,1155858,2026-04-16 00:00:00,2036-04-21 00:00:00,5063516368632,546335,10,749,1249,,1,231,RWS205_YZW_12L,SS26,2026-04-21 00:59:55,,1,Oblečení,Trika,Dámská trika a košile,Dámské košile,Regatta
478478,304,"Dětské boty s membránou Adidas Terrex Mid GTX K - 31,5 / tmavě modrá",Dětské boty s membránou Adidas Terrex Mid GTX K,"Velikost bot (EU): 31,5 / Barva: tmavě modrá","31,5 / tmavě modrá",Terrex Mid GTX K,709744,158466,998949,2025-03-10 00:00:00,2036-04-20 00:00:00,4067888480733,451759,2,1889,2699,,1,265,JI1355,FW25,2026-04-21 00:59:55,,0.6,Boty,Trekové boty,Dětské trekové boty,Dětské kotníkové trekové boty,Adidas
511884,262,Pánské boty Salomon X Ultra 360 Gore-Tex - 47 1/3 / zelená,Pánské boty Salomon X Ultra 360 Gore-Tex,Velikost bot (EU): 47 1/3 / Barva: zelená,47 1/3 / zelená,X Ultra 360 Gore-Tex,742994,144023,1077361,2025-01-13 00:00:00,2036-04-20 00:00:00,198720282636,408183,10,3139,3690,,1,250,L49101700037,SS26,2026-04-21 00:59:55,,0.7,Boty,Trekové boty,Pánské trekové boty,Pánské nízké trekové boty,Salomon
408745,273,Dámské triko Ocún Classic T Women Stoneman,Dámské triko Ocún Classic T Women Stoneman,,,Classic T Women Stoneman,640165,144137,,2025-02-02 00:00:00,2036-04-20 00:00:00,,,2,559,750,true,1,233,,,2026-04-21 00:59:55,,1,Oblečení,Trika,Dámská trika a košile,Dámská trika s krátkým rukávem,Ocún
546062,67,Dámské triko Regatta Women’s Fingal Slogan - XXXL / světle modrá,Dámské triko Regatta Women’s Fingal Slogan,Velikost: XXXL / Barva: světle modrá,XXXL / světle modrá,Women’s Fingal Slogan,775075,187270,1155264,2026-04-15 00:00:00,2036-04-20 00:00:00,5063516364504,546028,10,319,529,,1,233,RWT369_Z2P_20L,SS26,2026-04-21 00:59:55,,1,Oblečení,Trika,Dámská trika a košile,Dámská trika s krátkým rukávem,Regatta
544410,68,Dámská bunda Dare 2b Haik 3 Layer Jacket - M / tmavě modrá,Dámská bunda Dare 2b Haik 3 Layer Jacket,Velikost: M / Barva: tmavě modrá,M / tmavě modrá,Haik 3 Layer Jacket,782378,186861,1151458,2026-04-14 00:00:00,2036-04-20 00:00:00,5063516285908,544379,2,3289,5479,,1,241,DWW594_540_12L,SS26,2026-04-21 00:59:55,,0.9,Oblečení,Bundy,Přechodné jarní a podzimní bundy,Dámské jarní a podzimní bundy,Dare 2b
468474,222,Cestovní organizér Thule Clean/Dirty Packing Cube - zelená,Cestovní organizér Thule Clean/Dirty Packing Cube,Barva: zelená,zelená,Clean/Dirty Packing Cube,696974,134137,976336,2026-01-28 00:00:00,2036-04-20 00:00:00,085854256520,358341,1,649,780,,1,421,Pond Gray,SS25,2026-04-21 00:59:55,,0,Vybavení,Vaky a obaly,Vaky a organizéry na oblečení,Vaky a organizéry na oblečení,Thule
428260,184,Žabky Gumbies Cairns Red,Žabky Gumbies Cairns Red,,,Cairns Red,660067,150452,,2026-04-09 00:00:00,2036-04-20 00:00:00,,,2,799,890,true,1,643,,,2026-04-21 00:59:55,,1,Boty,Žabky,Dámské žabky,Dámské žabky,Gumbies
477281,304,Pantofle Adidas Adilette Shower,Pantofle Adidas Adilette Shower,,,Adilette Shower,711208,166957,,2025-08-10 00:00:00,2036-04-20 00:00:00,,,2,489,699,true,1,579,,,2026-04-21 00:59:55,,,Boty,Pantofle,Pánské pantofle,Pánské pantofle,Adidas
428783,396,Paracord Gear Aid 325,Paracord Gear Aid 325,,,325,660661,150760,,2026-01-23 00:00:00,2036-04-20 00:00:00,,,2,209,210,true,1,372,,,2026-04-21 00:59:55,,1,Vybavení,Cestovní vychytávky a doplňky,Cestovní vychytávky a doplňky,Cestovní vychytávky a doplňky,Gear Aid
549720,67,Dámská vesta Regatta Women’s Andreson Hybrid - 5XL / sv. khaki,Dámská vesta Regatta Women’s Andreson Hybrid,Velikost: 5XL / Barva: sv. khaki,5XL / sv. khaki,Women’s Andreson Hybrid,778138,163488,1163571,2026-03-03 00:00:00,2036-04-20 00:00:00,5063516430292,467000,1,729,1499,,1,112,RWB147_5BD_24L,SS26,2026-04-21 00:59:55,,0.8,Oblečení,Vesty,Dámské vesty,Dámské vesty,Regatta
218451,47,Krosna na dítě Osprey Poco LT 2023,Krosna na dítě Osprey Poco LT 2023,,,Poco LT 2023,190222,90747,,2026-03-31 00:00:00,2036-04-20 00:00:00,,,2,6519,9099,true,1,76,,,2026-04-21 00:59:55,,1,"Batohy, tašky, kufry",Krosny na děti,Krosny na děti,Krosny na děti,Osprey
433231,429,Dámské boty Hoka W Challenger Atr 7 Gtx - 39 1/3 / černá,Dámské boty Hoka W Challenger Atr 7 Gtx,Velikost bot (EU): 39 1/3 / Barva: černá,39 1/3 / černá,W Challenger Atr 7 Gtx,666646,152658,894734,2025-01-13 00:00:00,2036-04-20 00:00:00,197634406503,433223,1,3399,4249,,1,453,1134502F-BBLC-07.5B,FW25,2026-04-21 00:59:55,,0.2,Boty,Běžecké boty,Dámské běžecké boty,Dámské běžecké boty,Hoka
493413,67,Dámská vesta Regatta Rurietta Longer Length - S / zelená,Dámská vesta Regatta Rurietta Longer Length,Velikost: S / Barva: zelená,S / zelená,Rurietta Longer Length,726846,170788,1035019,2025-09-08 00:00:00,2036-04-20 00:00:00,5063516165620,493404,1,1089,2419,,1,112,RWB181_41C_10L,SS26,2026-04-21 00:59:55,,0.4,Oblečení,Vesty,Dámské vesty,Dámské vesty,Regatta
496726,67,Holínky Regatta Mumford II,Holínky Regatta Mumford II,,,Mumford II,720928,171430,,2025-09-08 00:00:00,2036-03-18 00:00:00,,,2,839,1669,true,1,386,,,2026-04-21 00:59:55,,,Boty,Holínky,Pánské holínky,Pánské holínky,Regatta
23825,131,Pánské triko Salewa Puez Melange Dry M S/S Tee,Pánské triko Salewa Puez Melange Dry M S/S Tee,,,Puez Melange Dry M S/S Tee,53756,41626,,2026-04-01 00:00:00,2036-04-19 00:00:00,,,2,800,800,true,1,276,,,2026-04-21 00:59:55,,1,Oblečení,Funkční prádlo,Pánské termoprádlo,Pánská funkční trička s krátkým rukávem,Salewa
500525,27,Čelovka Petzl Actik Core (2025),Čelovka Petzl Actik Core (2025),,,Actik Core (2025),731536,172311,,2026-02-03 00:00:00,2036-04-20 00:00:00,,,2,1802,2120,true,1,310,,,2026-04-21 00:59:55,,,Vybavení,Čelovky a svítilny,Čelovky,Čelovky,Petzl
428961,408,Spacák Warg Ursus 180,Spacák Warg Ursus 180,,,Ursus 180,660818,150896,,2025-01-13 00:00:00,2036-04-20 00:00:00,,,2,1399,2699,true,1,33,,,2026-04-21 00:59:55,,1,Spacáky,Třísezónní spacáky,Třísezónní spacáky,Třísezónní spacáky,Warg
467994,98,Pánské trekové boty Asolo Finder GV - 46 / šedá/oranžová,Pánské trekové boty Asolo Finder GV,Velikost bot (EU): 46 / Barva: šedá/oranžová,46 / šedá/oranžová,Finder GV,696835,163833,975222,2025-05-18 00:00:00,2036-04-20 00:00:00,8055139020551,467989,2,4309,5390,,1,251,B2310200-A661,FW25,2026-04-21 00:59:55,,0.3,Boty,Trekové boty,Pánské trekové boty,Pánské kotníkové trekové boty,Asolo
480818,217,Toaletní taška Zulu Nomad Grande,Toaletní taška Zulu Nomad Grande,,,Nomad Grande,710659,168324,,2025-07-08 00:00:00,2036-04-20 00:00:00,,,2,399,769,true,1,356,,,2026-04-21 00:59:55,,,Vybavení,"Hygiena, ochrana, první pomoc",Toaletní a kosmetické tašky,Toaletní a kosmetické tašky,Zulu
544481,68,Dámská cyklistická bunda Dare 2b Tor Jacket,Dámská cyklistická bunda Dare 2b Tor Jacket,,,Tor Jacket,777215,186949,,2026-04-14 00:00:00,2036-04-20 00:00:00,,,2,1879,3139,true,1,227,,,2026-04-21 00:59:55,,,Oblečení,Cyklistické oblečení,Dámské cyklistické oblečení,Dámské cyklistické bundy a vesty,Dare 2b
456722,370,"Pánské běžecké boty Dynafit Ultra Gtx - 42,5 / černá/zelená",Pánské běžecké boty Dynafit Ultra Gtx,"Velikost bot (EU): 42,5 / Barva: černá/zelená","42,5 / černá/zelená",Ultra Gtx,690064,160032,949590,2025-04-22 00:00:00,2036-04-20 00:00:00,4053866777742,456716,2,3599,4150,,1,452,08-0000064109_0931,SS26,2026-04-21 00:59:55,,0.9,Boty,Běžecké boty,Pánské běžecké boty,Pánské běžecké boty,Dynafit
539497,153,Pánské turistické boty Mammut Mercury IV Mid GTX Men - 43 1/3 / černá,Pánské turistické boty Mammut Mercury IV Mid GTX Men,Velikost bot (EU): 43 1/3 / Barva: černá,43 1/3 / černá,Mercury IV Mid GTX Men,769766,185514,1140561,2026-03-16 00:00:00,2036-04-20 00:00:00,7628352079227,539492,1,4589,5099,,1,251,3030-04710-00654-1090,SS26,2026-04-21 00:59:55,,0.6,Boty,Trekové boty,Pánské trekové boty,Pánské kotníkové trekové boty,Mammut
541387,68,Dámské legíny Dare 2b Refresh Legging - M / hnědá,Dámské legíny Dare 2b Refresh Legging,Velikost: M / Barva: hnědá,M / hnědá,Refresh Legging,776567,186055,1144935,2026-04-15 00:00:00,2036-04-20 00:00:00,5063516421979,541378,2,789,1319,,1,448,DWJ642_R_0GX_12L,SS26,2026-04-21 00:59:55,,1,Oblečení,Outdoorové kalhoty,Dámské kalhoty,Legíny,Dare 2b
455309,273,Karabina Ocún Raven Bent - růžová,Karabina Ocún Raven Bent,Barva: růžová,růžová,Raven Bent,684324,159469,946494,2025-01-13 00:00:00,2036-04-20 00:00:00,8591804655081,455294,2,269,320,,1,426,4706,SS26,2026-04-21 00:59:55,,1,Horolezecké vybavení,Horolezecké karabiny,Karabiny bez pojistky,Karabiny bez pojistky,Ocún
526170,179,Pánský cyklistický dres Etape Maestro - XXL / černá/žlutá,Pánský cyklistický dres Etape Maestro,Velikost: XXL / Barva: černá/žlutá,XXL / černá/žlutá,Maestro,758304,181545,1109416,2026-03-19 00:00:00,2036-04-20 00:00:00,8592201067835,526166,10,899,999,,1,202,2639961,SS26,2026-04-21 00:59:55,,1,Oblečení,Cyklistické oblečení,Pánské cyklistické oblečení,Pánské cyklistické dresy,Etape
539524,153,Pánské turistické boty Mammut Mercury IV Low GTX Men - 43 1/3 / černá,Pánské turistické boty Mammut Mercury IV Low GTX Men,Velikost bot (EU): 43 1/3 / Barva: černá,43 1/3 / černá,Mercury IV Low GTX Men,769783,185520,1140627,2026-03-16 00:00:00,2036-04-20 00:00:00,7628352078664,539520,2,4049,4499,,1,250,3030-04700-0486-1090,SS26,2026-04-21 00:59:55,,0.9,Boty,Trekové boty,Pánské trekové boty,Pánské nízké trekové boty,Mammut
548269,67,Dámské triko Regatta Laxley II - L / modrá/světle modrá,Dámské triko Regatta Laxley II,Velikost: L / Barva: modrá/světle modrá,L / modrá/světle modrá,Laxley II,777088,149170,1160161,2025-01-13 00:00:00,2036-04-20 00:00:00,5063516350477,425455,2,569,949,,1,233,RWT304_ZFC_14L,SS26,2026-04-21 00:59:55,,0.7,Oblečení,Trika,Dámská trika a košile,Dámská trika s krátkým rukávem,Regatta
538172,230,"Pánské boxerky Craft M PRO Dry Nanoweight 6""","Pánské boxerky Craft M PRO Dry Nanoweight 6""",,,"M PRO Dry Nanoweight 6""",770786,185103,,2026-03-18 00:00:00,2036-04-20 00:00:00,,,2,589,650,true,1,279,,,2026-04-21 00:59:55,,,Oblečení,Funkční prádlo,Pánské termoprádlo,Pánské boxerky,Craft
495760,67,Pánské boty Regatta Marine Heritage,Pánské boty Regatta Marine Heritage,,,Marine Heritage,720856,171232,,2025-09-02 00:00:00,2036-04-20 00:00:00,,,2,889,1779,true,1,727,,,2026-04-21 00:59:55,,,Boty,Tenisky,Pánské tenisky,Pánské tenisky,Regatta
356030,179,Pánská cyklistická bunda Etape Bora 2.0 - L / žlutá,Pánská cyklistická bunda Etape Bora 2.0,Velikost: L / Barva: žlutá,L / žlutá,Bora 2.0,611557,133292,750517,2025-03-10 00:00:00,2036-04-20 00:00:00,8592201060096,355808,2,1159,1290,,1,224,2324561,SS26,2026-04-21 00:59:55,,1,Oblečení,Cyklistické oblečení,Pánské cyklistické oblečení,Pánské cyklistické bundy a vesty,Etape
26241,324,Energetický gel Nutrend Carbosnack sáček,Energetický gel Nutrend Carbosnack sáček,,,Carbosnack sáček,63627,49723,,2026-03-22 00:00:00,2036-04-20 00:00:00,,,2,39,36,true,2,719,,,2026-04-21 00:59:55,,1,Vybavení,Vaření a jídlo,Jídlo na cesty - MRE,Sportovní výživa,Nutrend
363874,26,Dámské cyklistické kraťasy Silvini Fortora - L / černá,Dámské cyklistické kraťasy Silvini Fortora,Velikost: L / Barva: černá,L / černá,Fortora,606495,135148,769640,2025-01-13 00:00:00,2036-04-20 00:00:00,8596016178427,363751,1,1279,1399,,1,228,WP2233-0808,SS26,2026-04-21 00:59:55,,0.2,Oblečení,Cyklistické oblečení,Dámské cyklistické oblečení,Dámské cyklistické kraťasy,Silvini
547659,67,Dámské triko Regatta Wm Fingal Edition - XXL / fialová/šedá,Dámské triko Regatta Wm Fingal Edition,Velikost: XXL / Barva: fialová/šedá,XXL / fialová/šedá,Wm Fingal Edition,775898,110398,1158906,2025-01-13 00:00:00,2036-04-20 00:00:00,5063516351252,281675,2,169,549,,1,233,RWT231_ZN7_18L,SS26,2026-04-21 00:59:55,,1,Oblečení,Trika,Dámská trika a košile,Dámská trika s krátkým rukávem,Regatta
477284,230,Dámský set Craft Core Warm Baselayer - M / fialová,Dámský set Craft Core Warm Baselayer,Velikost: M / Barva: fialová,M / fialová,Core Warm Baselayer,709132,73266,996169,2025-01-13 00:00:00,2036-04-20 00:00:00,7318574238105,35833,2,1229,1690,,1,797,1909708-499000,FW25,2026-04-21 00:59:55,,1,Oblečení,Funkční prádlo,Dámské funkční prádlo,Dámské termoprádlo - sety,Craft
17744,7,Příbor Robens Folding Alloy Cutlery Set,Příbor Robens Folding Alloy Cutlery Set,,,Folding Alloy Cutlery Set,29083,28692,,2026-04-19 00:00:00,2026-04-19 00:00:00,5709388083500,,1,119,470,,1,159,690213,SS23,2026-04-21 00:59:55,,,Vybavení,Vaření a jídlo,Kempingové nádobí,"Sporky, cestovní příbory",Robens
540470,183,Dětské sandály Aquawave Aquis Kdg - 24 / fialová,Dětské sandály Aquawave Aquis Kdg,Velikost bot (EU): 24 / Barva: fialová,24 / fialová,Aquis Kdg,770754,185815,1142728,2026-04-19 00:00:00,2026-04-19 00:00:00,5902786776160,540464,1,359,359,,1,266,G00000000872493,SS26,2026-04-21 00:59:55,,0,Boty,Sandály,Dětské sandály,Dětské sandály,Aquawave
488879,67,Pánská bunda Regatta Rowak - M / modrá,Pánská bunda Regatta Rowak,Velikost: M / Barva: modrá,M / modrá,Rowak,724163,170013,1023520,2025-09-02 00:00:00,2036-04-20 00:00:00,5063516170198,488877,1,1049,2339,,1,211,RMN308_ZV7_60,FW25,2026-04-21 00:59:55,,0.8,Oblečení,Bundy,Zimní bundy,Pánské zimní bundy,Regatta
464162,145,Vložka do spacáku Bo-Camp Sheet for sleeping bag 200 x 80 cm,Vložka do spacáku Bo-Camp Sheet for sleeping bag 200 x 80 cm,,,Sheet for sleeping bag 200 x 80 cm,695548,162646,,2025-03-19 00:00:00,2036-04-20 00:00:00,,,2,499,599,true,1,185,,,2026-04-21 00:59:55,,,Doplňky ke spacákům,Vložky do spacáků,Vložky do spacáků,Vložky do spacáků,Bo-Camp
403726,543,Olej Namman MUAY Boxing Liniment 120 ml,Olej Namman MUAY Boxing Liniment 120 ml,,,Boxing Liniment 120 ml,634400,142651,,2026-04-19 00:00:00,2026-04-19 00:00:00,3830083280023,,1,369,349,,1,596,,SS24,2026-04-21 00:59:55,,,Vybavení,Vybavení na fitness,Věci na cvičení,Tejpy,Namman MUAY
549042,67,Dámské kraťasy Regatta Women’s Xert Stretch Bermuda Light - S / tmavě modrá,Dámské kraťasy Regatta Women’s Xert Stretch Bermuda Light,Velikost: S / Barva: tmavě modrá,S / tmavě modrá,Women’s Xert Stretch Bermuda Light,778832,188035,1161894,2026-04-14 00:00:00,2036-04-20 00:00:00,5063516370352,549018,10,789,1319,,1,116,RWJ364_540_GWI,SS26,2026-04-21 00:59:55,,0.7,Oblečení,Kraťasy a 3/4 kalhoty,Dámské kraťasy a 3/4 kalhoty,Dámské kraťasy a 3/4 kalhoty,Regatta
4469,41,Trekové hole Gabel Stride SL,Trekové hole Gabel Stride SL,,,Stride SL,125382,13453,,2025-01-13 00:00:00,2025-01-13 00:00:00,,,1,1499,1649,,1,211,,,2026-04-21 00:59:55,,,Oblečení,Bundy,Zimní bundy,Pánské zimní bundy,Gabel
467488,87,Pánské triko Devold Active Tee Man,Pánské triko Devold Active Tee Man,,,Active Tee Man,697181,163651,,2026-03-11 00:00:00,2036-04-20 00:00:00,,,2,1529,1699,true,1,234,,,2026-04-21 00:59:55,,,Oblečení,Trika,Pánská trika a košile,Pánská trika s krátkým rukávem,Devold
364840,12,Nepromokavý vak Sea to Summit Ultra-Sil Dry Bag 20 L,Nepromokavý vak Sea to Summit Ultra-Sil Dry Bag 20 L,,,Ultra-Sil Dry Bag 20 L,604155,135476,,2025-01-13 00:00:00,2036-04-19 00:00:00,,,2,579,909,true,1,344,,,2026-04-21 00:59:55,,1,Vybavení,Vaky a obaly,Vodácké pytle,Vodácké pytle,Sea to Summit
417208,112,Hrnek GSI Outdoors Cascadian Mug - modrá,Hrnek GSI Outdoors Cascadian Mug,Barva: modrá,modrá,Cascadian Mug,643577,147094,858716,2025-01-26 00:00:00,2036-04-20 00:00:00,090497772351,417207,2,99,109,,1,296,77235,SS26,2026-04-21 00:59:55,,1,Vybavení,Vaření a jídlo,Kempingové nádobí,Hrnky,GSI Outdoors
